Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Success_rate_1st,Success_rate_2nd,Grade_improvement,Target_encoded
1,17,4,9238,1,1,124.0,1,19,19,5,8,117.7,1,0,0,1,0,0,18,0,0,6,10,5,12.0,0,6,11,4,12.0,16.2,0.3,-0.92,0.8333333333333334,0.6666666666666666,0.0,2
1,44,1,8014,0,39,120.0,1,19,37,7,6,121.8,1,0,0,1,0,0,22,0,3,6,6,6,12.5,2,6,7,6,13.285714285714286,12.4,0.5,1.79,1.0,1.0,0.7857142857142865,2
1,1,2,9500,1,1,140.0,1,1,1,4,10,128.3,1,0,0,1,0,0,19,0,0,8,8,7,12.764285714285714,0,8,8,7,12.764285714285714,10.8,1.4,1.74,0.875,0.875,0.0,2
1,18,2,9147,1,1,143.0,1,19,38,9,7,132.2,1,0,0,1,0,1,18,0,0,5,8,5,13.75,0,5,6,5,12.166666666666666,13.9,-0.3,0.79,1.0,1.0,-1.583333333333334,2
1,1,2,171,1,1,136.0,1,39,1,3,4,134.3,1,0,1,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,0.5,1.79,0.0,0.0,0.0,0
1,1,1,9500,1,1,132.0,1,19,1,9,5,123.4,0,0,0,1,0,1,18,0,0,7,7,7,14.604285714285712,0,8,9,8,15.68333333333333,11.1,0.6,2.02,1.0,1.0,1.0790476190476177,2
2,39,1,9991,0,19,133.1,1,19,39,5,3,121.7,0,0,1,0,0,0,31,0,0,5,7,0,0.0,0,5,7,0,0.0,16.2,0.3,-0.92,0.0,0.0,0.0,0
2,39,1,8014,0,19,100.0,1,1,19,1,5,130.0,0,0,1,1,0,1,33,0,0,6,9,5,13.833333333333334,0,6,7,6,12.5,9.4,-0.8,-3.12,0.8333333333333334,1.0,-1.333333333333334,2
1,1,3,9500,1,1,137.0,1,19,38,7,7,126.5,1,0,0,1,0,1,19,0,0,8,8,8,13.57625,0,8,8,8,13.57625,9.4,-0.8,-3.12,1.0,1.0,0.0,2
1,17,1,9238,1,1,153.0,1,38,38,7,7,159.7,1,0,0,1,0,1,18,0,0,6,7,6,15.142857142857142,0,6,6,6,15.833333333333334,12.7,3.7,-1.7,1.0,1.0,0.6904761904761916,2
1,1,1,9147,1,1,160.0,1,9,19,4,3,151.3,0,0,0,1,0,0,23,0,0,5,8,3,10.666666666666666,0,5,8,5,11.6,7.6,2.6,0.32,0.6,1.0,0.9333333333333336,2
1,17,1,9238,1,1,145.0,1,38,38,5,7,138.0,1,0,0,1,0,0,20,0,0,6,11,5,11.2,0,6,6,6,12.0,9.4,-0.8,-3.12,0.8333333333333334,1.0,0.8000000000000007,2
1,1,5,9500,1,1,137.0,1,38,38,4,8,126.5,1,0,0,1,0,0,18,0,0,8,8,8,13.76375,0,8,8,8,13.76375,9.4,-0.8,-3.12,1.0,1.0,0.0,2
1,53,1,9085,1,42,140.0,1,1,1,4,3,140.0,1,0,1,1,0,0,21,0,7,9,10,8,13.25,4,9,14,5,12.2,8.9,1.4,3.51,0.8888888888888888,0.5555555555555556,-1.0500000000000007,1
1,1,1,9238,1,1,120.0,1,19,38,5,6,112.3,0,0,0,1,0,1,22,0,0,6,10,5,10.714285714285714,0,6,10,5,12.2,12.7,3.7,-1.7,0.8333333333333334,0.8333333333333334,1.4857142857142858,2
1,1,1,9238,1,1,122.0,1,1,19,4,4,127.3,1,0,1,1,0,0,20,0,0,6,6,6,12.166666666666666,0,6,7,6,11.666666666666666,9.4,-0.8,-3.12,1.0,1.0,-0.5,2
1,7,1,9500,1,3,130.0,1,19,38,4,10,130.0,1,0,0,1,0,0,23,0,1,7,8,6,14.357142857142858,1,7,8,6,14.357142857142858,7.6,2.6,0.32,0.8571428571428571,0.8571428571428571,0.0,2
1,17,2,9773,1,1,133.1,1,3,1,4,5,115.0,1,0,0,1,0,0,19,0,0,6,6,6,12.833333333333334,0,6,6,6,12.666666666666666,16.2,0.3,-0.92,1.0,1.0,-0.16666666666666785,2
1,17,6,9500,1,1,150.0,1,1,37,1,1,131.5,1,0,0,1,0,0,19,0,0,8,8,7,13.925714285714283,0,8,8,7,13.925714285714283,10.8,1.4,1.74,0.875,0.875,0.0,2
1,39,1,9991,0,1,133.1,1,19,38,7,4,125.7,0,0,0,1,0,0,26,0,0,5,9,2,12.0,0,5,9,3,11.0,10.8,1.4,1.74,0.4,0.6,-1.0,0
1,1,6,9500,1,1,141.0,1,1,37,4,3,126.8,1,0,0,1,0,0,18,0,0,7,7,7,13.44285714285714,0,8,9,8,13.744444444444444,16.2,0.3,-0.92,1.0,1.0,0.30158730158730407,2
1,18,1,9119,1,1,146.0,1,1,37,7,7,132.4,1,0,0,1,1,0,18,0,0,5,5,1,16.0,0,5,5,0,0.0,9.4,-0.8,-3.12,0.2,0.0,-16.0,0
1,44,1,9003,1,39,150.0,1,38,37,9,9,150.0,1,0,0,1,1,0,20,0,0,6,8,6,13.125,0,6,10,6,13.2,16.2,0.3,-0.92,1.0,1.0,0.07499999999999929,2
1,1,1,9670,1,1,133.1,1,3,1,4,4,95.0,0,0,0,1,1,0,19,0,0,6,7,0,0.0,0,6,6,0,0.0,15.5,2.8,-4.06,0.0,0.0,0.0,0
1,43,1,9991,0,1,120.0,1,37,37,9,9,128.2,0,0,0,0,1,0,32,0,5,9,9,5,11.4,4,4,4,4,11.0,10.8,1.4,1.74,0.5555555555555556,1.0,-0.40000000000000036,0
2,39,1,9130,1,1,150.0,1,19,19,4,4,130.0,0,0,0,0,1,0,31,0,0,4,12,2,11.0,0,5,9,3,11.666666666666666,9.4,-0.8,-3.12,0.5,0.6,0.6666666666666661,0
1,39,1,9119,1,19,133.1,1,1,19,4,5,100.0,0,0,0,1,1,0,25,0,0,5,13,1,11.0,0,5,11,1,10.0,13.9,-0.3,0.79,0.2,0.2,-1.0,1
1,42,1,9085,1,39,140.0,1,19,3,9,1,159.9,1,0,0,1,0,0,21,0,2,6,14,5,13.666666666666666,2,6,10,5,13.0,16.2,0.3,-0.92,0.8333333333333334,0.8333333333333334,-0.6666666666666661,2
2,43,1,9991,0,1,140.0,1,37,37,4,9,100.0,0,0,0,0,0,0,31,0,2,6,10,4,11.75,0,5,6,1,10.0,12.7,3.7,-1.7,0.6666666666666666,0.2,-1.75,0
2,39,1,9853,1,1,133.1,1,37,37,5,5,116.5,0,0,0,1,0,0,34,0,0,7,11,1,10.0,0,7,7,1,13.0,16.2,0.3,-0.92,0.14285714285714285,0.14285714285714285,3.0,0
1,1,1,9238,1,1,128.0,1,19,19,9,9,120.0,0,0,0,1,0,1,18,0,0,6,8,6,13.5,0,6,9,6,12.833333333333334,11.1,0.6,2.02,1.0,1.0,-0.6666666666666661,2
1,1,3,9238,1,1,117.0,1,19,19,9,9,117.0,1,0,1,1,0,0,19,0,0,6,0,0,0.0,0,6,0,0,0.0,12.4,0.5,1.79,0.0,0.0,0.0,0
1,53,1,9670,1,42,140.0,1,19,37,3,6,140.0,1,0,1,1,0,0,21,0,0,6,12,1,12.0,0,6,11,1,11.0,8.9,1.4,3.51,0.16666666666666666,0.16666666666666666,-1.0,1
1,1,2,9853,1,1,124.0,1,38,37,5,3,118.1,1,0,0,0,0,0,18,0,0,6,11,3,13.0,0,6,10,5,11.8,9.4,-0.8,-3.12,0.5,0.8333333333333334,-1.1999999999999993,0
1,1,1,9254,1,1,158.0,1,19,39,4,8,153.5,1,0,0,1,0,0,20,0,0,6,7,6,14.833333333333334,0,6,6,6,16.0,11.1,0.6,2.02,1.0,1.0,1.166666666666666,2
1,43,1,9773,1,1,137.0,1,38,37,9,5,127.9,1,0,0,1,0,0,20,0,0,6,6,6,11.833333333333334,0,6,7,6,12.857142857142858,15.5,2.8,-4.06,1.0,1.0,1.0238095238095237,2
1,17,3,9670,1,1,123.0,1,38,38,7,8,118.8,1,1,0,1,0,1,18,0,0,6,10,5,12.0,0,6,11,5,12.333333333333334,11.1,0.6,2.02,0.8333333333333334,0.8333333333333334,0.3333333333333339,2
1,1,1,9238,1,1,126.0,1,38,38,7,8,126.7,1,0,0,1,0,0,19,0,0,6,11,4,12.75,0,6,7,6,11.333333333333334,7.6,2.6,0.32,0.6666666666666666,1.0,-1.416666666666666,2
1,43,1,9085,1,1,170.0,1,19,19,5,1,170.0,1,0,0,1,0,0,19,0,0,5,5,0,0.0,0,5,7,4,14.75,12.7,3.7,-1.7,0.0,0.8,14.75,1
4,39,1,9130,1,1,133.1,1,3,1,5,5,110.0,1,0,0,1,0,1,30,0,0,6,7,0,0.0,0,6,16,1,10.0,11.1,0.6,2.02,0.0,0.16666666666666666,10.0,0
1,17,1,9238,1,1,115.0,1,19,38,5,5,115.0,1,0,0,1,0,0,19,0,0,6,6,6,12.0,0,6,7,6,12.857142857142858,11.1,0.6,2.02,1.0,1.0,0.8571428571428577,2
1,1,3,9556,1,1,132.0,1,38,37,7,7,119.0,1,0,0,1,0,0,19,0,0,7,9,7,11.677777777777775,0,8,8,8,13.8,12.7,3.7,-1.7,1.0,1.0,2.1222222222222253,2
1,1,4,9500,1,1,132.0,1,1,37,4,7,121.8,1,0,0,1,0,1,19,0,0,8,8,7,13.6,0,8,8,7,13.6,12.7,3.7,-1.7,0.875,0.875,0.0,2
1,1,1,9085,1,1,143.0,1,19,38,9,9,133.4,1,0,0,1,0,0,19,0,0,6,7,6,16.0,0,6,8,6,15.875,12.4,0.5,1.79,1.0,1.0,-0.125,2
1,1,3,9238,1,1,137.0,1,1,1,3,3,131.4,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,6,7,6,11.5,7.6,2.6,0.32,0.8333333333333334,1.0,-0.3000000000000007,2
1,42,1,9119,1,1,130.0,1,19,37,9,3,135.0,0,0,1,1,1,0,25,0,0,5,5,0,0.0,2,6,7,2,14.0,13.9,-0.3,0.79,0.0,0.3333333333333333,14.0,0
1,1,2,9773,1,1,121.0,1,19,19,9,9,122.8,0,0,0,1,1,0,19,0,0,6,0,0,0.0,0,6,0,0,0.0,12.4,0.5,1.79,0.0,0.0,0.0,0
2,39,1,9853,1,1,130.0,1,37,19,7,3,140.0,0,0,1,1,0,1,34,0,0,6,7,6,16.142857142857142,0,6,10,6,16.2,9.4,-0.8,-3.12,1.0,1.0,0.05714285714285694,2
1,18,2,9500,1,1,135.0,1,38,37,9,5,125.3,1,0,0,1,0,1,18,0,0,8,8,7,11.785714285714286,0,8,8,7,11.785714285714286,12.7,3.7,-1.7,0.875,0.875,0.0,2
1,1,6,9500,1,1,137.0,1,1,1,4,5,126.3,1,0,0,1,0,1,18,0,0,8,8,8,13.42375,0,8,8,8,13.42375,9.4,-0.8,-3.12,1.0,1.0,0.0,2
1,1,1,9670,1,1,100.0,1,38,38,9,10,100.0,0,0,0,1,0,0,20,0,0,6,8,6,12.5,0,6,10,5,14.166666666666666,11.1,0.6,2.02,1.0,0.8333333333333334,1.666666666666666,2
1,17,2,9500,1,1,127.0,1,19,37,9,7,121.3,1,0,0,1,0,1,20,0,0,8,8,7,12.464285714285714,0,8,8,7,12.464285714285714,10.8,1.4,1.74,0.875,0.875,0.0,2
1,53,1,9991,0,1,140.0,1,38,38,191,193,135.0,0,0,1,1,0,0,23,0,6,11,18,8,12.375,3,9,15,5,12.6,8.9,1.4,3.51,0.7272727272727273,0.5555555555555556,0.22499999999999964,1
1,39,1,9670,1,1,140.0,1,37,37,6,6,120.0,0,0,0,1,0,0,28,0,0,6,8,1,10.0,0,6,9,0,0.0,10.8,1.4,1.74,0.16666666666666666,0.0,-10.0,0
1,17,1,9773,1,1,121.0,1,37,19,9,10,113.7,0,0,0,1,0,0,18,0,0,6,8,5,12.6,0,6,10,6,12.428571428571429,15.5,2.8,-4.06,0.8333333333333334,1.0,-0.17142857142857082,1
1,43,1,9147,1,1,131.0,1,19,38,9,9,129.7,1,0,0,1,0,0,19,0,0,5,5,5,12.6,0,5,6,4,12.4,16.2,0.3,-0.92,1.0,0.8,-0.1999999999999993,2
2,1,1,9147,1,1,151.0,1,38,37,9,8,132.1,1,0,0,1,0,0,34,0,0,5,7,2,10.0,0,5,6,4,12.0,7.6,2.6,0.32,0.4,0.8,2.0,0
2,51,1,9853,1,1,130.0,1,37,37,7,8,120.3,0,0,0,1,0,0,35,0,0,7,7,0,0.0,0,6,0,0,0.0,8.9,1.4,3.51,0.0,0.0,0.0,0
1,7,1,9991,0,40,120.0,1,37,37,9,7,120.0,0,0,0,1,0,0,32,0,0,5,7,5,11.6,0,5,8,5,12.333333333333334,12.4,0.5,1.79,1.0,1.0,0.7333333333333343,2
1,17,2,9254,1,1,136.0,1,19,19,4,7,123.1,1,0,0,1,0,0,19,0,0,6,8,6,12.166666666666666,0,6,6,6,13.5,11.1,0.6,2.02,1.0,1.0,1.333333333333334,2
1,17,5,9670,1,1,125.0,1,1,19,9,7,119.4,1,0,0,1,0,0,18,0,0,6,10,4,13.6,0,6,7,5,12.666666666666666,11.1,0.6,2.02,0.6666666666666666,0.8333333333333334,-0.9333333333333336,2
2,39,1,9147,1,1,133.1,1,37,37,9,9,140.0,0,0,0,0,0,0,35,0,0,5,8,4,12.5,0,5,8,5,11.8,9.4,-0.8,-3.12,0.8,1.0,-0.6999999999999993,0
1,39,1,8014,0,1,133.1,1,1,12,4,5,116.5,0,0,0,1,1,1,24,0,0,6,6,4,12.25,0,6,10,4,11.5,12.4,0.5,1.79,0.6666666666666666,0.6666666666666666,-0.75,1
1,17,1,9238,1,1,120.0,1,19,37,9,9,113.0,1,0,0,1,0,1,20,0,0,6,7,6,11.714285714285714,0,6,8,6,12.625,13.9,-0.3,0.79,1.0,1.0,0.9107142857142865,2
1,1,3,9773,1,1,143.0,11,19,19,4,9,133.9,1,0,0,1,1,1,18,1,0,6,7,6,13.5,0,6,7,6,13.0,16.2,0.3,-0.92,1.0,1.0,-0.5,2
1,1,3,9500,1,1,133.1,1,38,19,7,9,115.5,1,0,0,1,1,1,20,0,0,8,8,7,13.024285714285714,0,8,8,7,13.024285714285714,10.8,1.4,1.74,0.875,0.875,0.0,2
1,17,5,9254,1,1,121.0,1,1,19,4,7,116.5,1,0,0,0,1,0,18,0,0,6,12,0,0.0,0,6,0,0,0.0,9.4,-0.8,-3.12,0.0,0.0,0.0,0
1,1,1,9119,1,1,168.0,1,19,19,4,4,171.2,0,0,0,1,1,1,18,0,0,5,6,5,17.333333333333332,0,5,8,5,18.571428571428573,12.4,0.5,1.79,1.0,1.0,1.2380952380952408,2
1,1,1,9670,1,1,124.0,1,19,37,5,7,119.1,0,0,0,1,1,1,20,0,0,5,7,4,11.0,0,5,7,4,11.5,9.4,-0.8,-3.12,0.8,0.8,0.5,2
1,17,2,9853,1,1,127.0,1,19,38,3,3,121.1,1,0,0,1,1,0,19,0,0,7,10,6,13.666666666666666,0,7,9,6,12.5,12.4,0.5,1.79,0.8571428571428571,0.8571428571428571,-1.166666666666666,0
1,1,2,9070,1,1,129.0,1,1,1,4,9,132.9,1,0,0,1,1,1,20,0,0,6,9,6,11.375,0,6,6,5,13.8,7.6,2.6,0.32,1.0,0.8333333333333334,2.4250000000000007,1
1,1,1,9238,1,1,137.0,1,19,1,9,9,132.8,0,0,0,1,1,0,19,0,0,6,6,6,12.833333333333334,0,6,8,6,11.833333333333334,10.8,1.4,1.74,1.0,1.0,-1.0,2
1,1,1,9773,1,1,120.0,1,36,37,0,0,126.7,1,0,0,1,1,0,20,0,0,6,9,5,12.6,0,6,11,4,11.5,7.6,2.6,0.32,0.8333333333333334,0.6666666666666666,-1.0999999999999996,2
1,1,1,9500,1,1,110.0,1,19,19,9,7,105.8,1,0,0,1,1,0,22,0,0,7,8,6,14.333333333333334,0,8,9,7,13.771428571428572,11.1,0.6,2.02,0.8571428571428571,0.875,-0.5619047619047617,2
1,17,2,9119,1,1,120.0,1,1,19,9,8,117.2,0,0,0,1,1,1,18,0,0,5,8,4,13.5,0,6,10,6,13.625,11.1,0.6,2.02,0.8,1.0,0.125,1
1,1,1,9500,1,1,143.0,1,38,38,9,9,140.0,0,0,0,1,1,0,19,0,0,8,8,7,14.285714285714286,0,8,8,7,14.285714285714286,12.7,3.7,-1.7,0.875,0.875,0.0,2
1,44,1,9003,1,39,120.0,1,1,19,9,7,120.0,0,0,0,1,1,0,22,0,2,6,15,3,11.75,0,6,12,2,10.0,13.9,-0.3,0.79,0.5,0.3333333333333333,-1.75,0
1,17,5,9119,1,1,124.0,11,4,12,2,9,119.5,1,0,0,1,1,0,20,1,0,5,5,5,14.8,0,5,5,5,17.6,8.9,1.4,3.51,1.0,1.0,2.8000000000000007,2
2,39,1,9003,1,1,168.0,1,1,41,9,3,153.9,0,0,1,0,1,0,34,0,0,6,7,0,0.0,0,6,0,0,0.0,12.4,0.5,1.79,0.0,0.0,0.0,0
2,39,1,8014,0,19,133.1,1,1,1,4,4,130.0,0,0,0,1,1,0,24,0,0,6,14,1,10.0,0,5,5,0,0.0,16.2,0.3,-0.92,0.16666666666666666,0.0,-10.0,0
1,39,2,9670,1,1,150.0,1,34,34,0,0,107.0,1,0,0,1,1,0,26,0,0,5,5,0,0.0,0,5,5,0,0.0,7.6,2.6,0.32,0.0,0.0,0.0,0
1,39,1,9500,1,1,140.0,1,37,37,9,6,132.8,0,0,0,1,1,0,35,0,0,7,10,4,12.6,0,7,9,5,12.38,12.4,0.5,1.79,0.5714285714285714,0.7142857142857143,-0.21999999999999886,0
1,1,1,9991,0,1,145.0,1,2,37,4,9,127.5,1,0,0,1,1,0,22,0,0,5,9,5,12.428571428571429,0,5,7,5,11.8,7.6,2.6,0.32,1.0,1.0,-0.6285714285714281,2
1,18,1,9254,1,1,118.0,1,38,38,5,5,123.3,1,0,0,1,1,0,26,0,0,6,10,4,10.0,0,6,11,3,12.0,9.4,-0.8,-3.12,0.6666666666666666,0.5,2.0,1
1,17,1,9147,1,1,123.0,1,1,19,3,4,122.0,0,0,0,1,1,0,19,0,0,5,7,3,12.333333333333334,0,5,5,0,0.0,8.9,1.4,3.51,0.6,0.0,-12.333333333333334,0
1,1,5,9254,1,1,120.0,1,3,19,3,9,114.8,1,0,0,0,1,0,19,0,0,6,0,0,0.0,0,6,0,0,0.0,8.9,1.4,3.51,0.0,0.0,0.0,0
1,44,1,171,1,39,140.0,1,3,3,2,2,140.0,0,0,1,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0.0,15.5,2.8,-4.06,0.0,0.0,0.0,2
1,51,1,9670,1,1,126.0,1,3,3,1,10,111.0,0,0,1,1,1,0,21,0,5,11,12,10,12.1,2,8,9,8,13.333333333333334,11.1,0.6,2.02,0.9090909090909091,1.0,1.2333333333333343,2
1,1,2,9773,1,1,137.0,1,1,19,7,7,133.2,1,0,0,1,0,1,19,0,0,6,7,6,14.714285714285714,0,6,6,6,15.0,13.9,-0.3,0.79,1.0,1.0,0.2857142857142865,2
1,1,3,9773,1,1,130.0,1,19,19,9,9,123.0,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,6,7,6,12.833333333333334,12.7,3.7,-1.7,1.0,1.0,0.16666666666666785,2
1,53,1,9003,1,42,150.0,1,1,38,8,8,150.0,0,0,0,1,0,1,23,0,7,12,14,12,14.384615384615383,5,10,12,10,13.3,8.9,1.4,3.51,1.0,1.0,-1.0846153846153825,2
1,17,3,9147,1,1,147.0,1,19,38,5,7,132.3,1,0,0,1,0,1,18,0,0,5,5,5,13.4,0,5,6,5,12.2,12.7,3.7,-1.7,1.0,1.0,-1.200000000000001,2
1,18,1,9500,1,1,140.0,1,37,38,5,7,126.0,1,0,0,1,0,0,18,0,0,8,8,7,13.314285714285717,0,8,8,7,13.314285714285717,12.7,3.7,-1.7,0.875,0.875,0.0,2
1,1,3,9500,1,1,132.0,1,38,38,9,9,119.3,1,0,0,1,0,0,19,0,0,8,8,7,11.98857142857143,0,8,8,7,11.98857142857143,10.8,1.4,1.74,0.875,0.875,0.0,2
1,53,1,9147,1,42,130.0,1,1,19,143,172,133.8,1,0,0,1,0,0,21,0,6,11,17,11,11.545454545454543,3,9,13,8,12.88888888888889,8.9,1.4,3.51,1.0,0.8888888888888888,1.343434343434346,2
1,1,1,9085,1,1,130.0,1,37,37,9,6,126.5,1,0,0,1,0,1,18,0,0,6,13,6,16.46153846153846,0,6,8,6,13.875,15.5,2.8,-4.06,1.0,1.0,-2.58653846153846,2
1,1,1,9773,1,1,151.0,1,38,37,9,5,138.4,1,0,0,1,0,1,24,0,0,6,7,6,13.666666666666666,0,6,6,6,12.833333333333334,10.8,1.4,1.74,1.0,1.0,-0.8333333333333321,2
1,1,4,9500,1,1,144.0,1,3,39,2,3,129.0,1,0,0,1,0,0,18,0,0,7,8,7,12.65,0,8,9,8,13.411111111111111,16.2,0.3,-0.92,1.0,1.0,0.7611111111111111,0
1,1,1,9670,1,1,127.0,1,19,1,5,7,118.3,1,0,0,1,0,0,18,0,0,6,7,6,12.333333333333334,0,6,10,3,12.0,13.9,-0.3,0.79,1.0,0.5,-0.3333333333333339,1
1,17,2,9500,1,1,131.0,1,19,37,9,7,129.8,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,8,10,7,14.65,12.4,0.5,1.79,0.8571428571428571,0.875,0.28000000000000114,2
1,17,2,9085,1,1,123.0,1,1,19,4,9,113.6,1,0,0,1,0,0,19,0,0,5,13,3,12.0,0,5,8,4,11.75,9.4,-0.8,-3.12,0.6,0.8,-0.25,1
1,1,5,9773,1,1,130.0,1,34,38,0,8,128.3,1,0,0,0,0,1,18,0,0,6,12,3,12.0,0,6,15,3,10.666666666666666,7.6,2.6,0.32,0.5,0.5,-1.333333333333334,0
1,43,1,9254,1,1,130.0,1,1,19,5,7,130.0,0,0,0,1,0,1,19,0,0,6,11,4,12.0,0,6,14,3,11.0,10.8,1.4,1.74,0.6666666666666666,0.5,-1.0,0
1,17,2,9853,1,1,131.0,1,1,38,4,8,121.9,1,0,0,1,0,0,19,0,0,6,10,5,12.6,0,6,7,5,11.2,10.8,1.4,1.74,0.8333333333333334,0.8333333333333334,-1.4000000000000004,2
1,1,5,9238,1,3,135.0,1,1,38,9,3,129.4,0,0,1,1,0,0,18,0,0,6,6,6,12.166666666666666,0,6,6,6,12.333333333333334,10.8,1.4,1.74,1.0,1.0,0.16666666666666785,2
1,1,2,9853,1,1,123.0,1,19,1,194,103,115.3,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,7,8,6,14.0,11.1,0.6,2.02,0.8571428571428571,0.8571428571428571,0.5,1
1,1,5,9500,1,1,145.0,1,38,38,9,9,125.5,1,0,0,1,0,1,18,0,0,8,8,8,13.76375,0,8,8,8,13.76375,9.4,-0.8,-3.12,1.0,1.0,0.0,2
1,17,6,9556,1,1,118.0,1,38,38,5,5,117.8,1,0,0,1,0,1,19,0,0,7,11,6,12.4,0,7,8,6,12.8,11.1,0.6,2.02,0.8571428571428571,0.8571428571428571,0.40000000000000036,2
1,17,3,9147,1,1,125.0,1,3,38,2,10,118.7,1,0,0,1,0,0,18,0,0,5,16,4,10.666666666666666,0,5,11,2,12.0,13.9,-0.3,0.79,0.8,0.4,1.333333333333334,1
1,1,2,9500,1,1,152.0,1,37,37,9,9,139.0,1,0,0,1,0,0,18,0,0,7,7,6,14.333333333333334,0,7,7,6,14.333333333333334,7.6,2.6,0.32,0.8571428571428571,0.8571428571428571,0.0,2
1,1,1,9085,1,1,101.0,1,1,37,4,9,98.9,1,0,0,1,0,0,21,0,0,6,12,4,12.5,0,6,13,2,12.666666666666666,11.1,0.6,2.02,0.6666666666666666,0.3333333333333333,0.16666666666666607,1
1,17,1,9254,1,1,137.0,1,34,38,0,7,137.7,1,0,1,0,0,0,19,0,0,6,14,1,10.0,0,6,13,0,0.0,7.6,2.6,0.32,0.16666666666666666,0.0,-10.0,0
1,1,4,9500,1,1,123.0,1,1,1,3,3,113.6,1,0,0,1,0,0,21,0,0,7,8,7,14.69625,0,8,9,8,14.622222222222224,12.4,0.5,1.79,1.0,1.0,-0.07402777777777558,2
1,1,1,9085,1,1,120.0,1,4,1,2,9,113.4,0,0,0,1,0,0,18,0,0,6,14,4,11.5,0,6,17,3,13.75,11.1,0.6,2.02,0.6666666666666666,0.5,2.25,1
1,17,3,9556,1,1,131.0,1,19,38,9,7,128.5,0,0,0,1,0,1,18,0,0,7,9,7,12.855555555555556,0,8,8,8,13.9125,12.7,3.7,-1.7,1.0,1.0,1.0569444444444436,2
1,1,1,9500,1,1,141.0,1,1,1,3,10,142.8,0,0,0,1,0,0,18,0,0,7,7,7,13.7,0,8,9,8,13.994444444444444,11.1,0.6,2.02,1.0,1.0,0.2944444444444443,2
1,1,1,9130,1,1,144.0,1,3,1,1,3,137.7,0,0,0,0,0,0,23,0,0,5,9,0,0.0,1,5,10,1,12.0,10.8,1.4,1.74,0.0,0.2,12.0,0
1,1,1,9238,1,1,107.0,1,19,37,7,7,103.5,1,0,0,1,0,0,20,0,0,6,13,3,11.2,0,6,9,4,12.0,16.2,0.3,-0.92,0.5,0.6666666666666666,0.8000000000000007,1
1,1,1,9500,1,1,133.0,1,38,38,5,5,123.2,0,0,0,1,0,0,18,0,0,7,7,7,13.285714285714286,0,8,9,8,13.333333333333334,16.2,0.3,-0.92,1.0,1.0,0.04761904761904745,2
1,17,2,9853,1,1,126.0,1,1,19,2,10,126.0,1,0,0,1,0,0,19,0,0,6,9,5,13.0,0,6,8,5,10.4,7.6,2.6,0.32,0.8333333333333334,0.8333333333333334,-2.5999999999999996,1
1,39,1,9500,1,1,133.1,1,1,38,3,7,121.7,0,0,0,1,0,1,27,0,0,7,8,6,12.6,0,7,9,6,11.685714285714283,12.4,0.5,1.79,0.8571428571428571,0.8571428571428571,-0.9142857142857164,1
1,17,1,9147,1,1,147.0,1,37,37,9,6,142.8,1,0,1,0,0,1,19,0,0,5,5,5,12.8,0,5,5,4,12.0,11.1,0.6,2.02,1.0,0.8,-0.8000000000000007,1
1,43,1,9130,1,1,120.0,1,1,19,9,9,120.0,1,0,0,1,0,0,21,0,0,6,14,5,11.5,0,6,13,5,11.0,15.5,2.8,-4.06,0.8333333333333334,0.8333333333333334,-0.5,0
1,18,1,9500,1,1,130.0,1,37,38,7,8,119.3,1,0,0,1,0,1,19,0,0,8,8,7,11.4,0,8,8,7,11.4,10.8,1.4,1.74,0.875,0.875,0.0,2
1,44,1,9238,1,1,120.0,1,37,37,6,9,121.0,0,0,0,1,0,1,21,0,3,6,6,6,12.333333333333334,2,6,8,6,11.333333333333334,13.9,-0.3,0.79,1.0,1.0,-1.0,2
1,1,5,9773,1,1,138.0,1,19,19,9,9,139.4,1,0,0,1,0,0,18,0,0,6,7,5,12.8,0,6,10,4,12.2,10.8,1.4,1.74,0.8333333333333334,0.6666666666666666,-0.6000000000000014,2
1,17,1,9085,1,1,124.0,1,19,38,7,7,113.9,1,0,0,1,0,1,20,0,0,5,8,5,12.0,0,5,8,4,15.0,12.7,3.7,-1.7,1.0,0.8,3.0,2
1,1,1,9853,1,1,133.0,1,37,37,9,7,124.6,1,0,0,1,0,1,18,0,0,6,8,5,13.0,0,6,9,5,13.5,9.4,-0.8,-3.12,0.8333333333333334,0.8333333333333334,0.5,2
